,id,Country,Region,Happiness Rank,Happiness Score,Economy (GDP per Capita),Social Support,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Other Reason,Year,PopMale,PopFemale,PopTotal,PopDensity
155,178,Congo,Sub-Saharan Africa,127,4.236,0.77109,0.47799,0.28212,0.37938,0.09753,0.12077,2.10712,2016,2485.795,2495.201,4980.996,14.586
156,178,Congo,Sub-Saharan Africa,114,4.559,0.682,0.811,0.343,0.514,0.077,0.091,2.041,2018,2618.741,2625.622,5244.363,15.357
157,178,Congo,Sub-Saharan Africa,139,3.989,0.67866,0.6629,0.31051,0.41466,0.11686,0.12388,1.68153,2015,2422.571,2433.522,4856.093,14.22
158,178,Congo,Sub-Saharan Africa,103,4.812,0.673,0.799,0.508,0.372,0.093,0.105,2.262,2019,2687.358,2693.146,5380.504,15.756
159,188,Costa Rica,Latin America and Caribbean,12,7.078999996,1.109706283,1.416403651,0.759509265,0.58013165,0.100106589,0.214613229,2.898529328,2017,2475.235,2474.72,4949.955,96.944
160,188,Costa Rica,Latin America and Caribbean,14,7.087,1.06879,1.02152,0.76146,0.55225,0.10547,0.22553,3.35198,2016,2450.639,2448.697,4899.336,95.953
161,188,Costa Rica,Latin America and Caribbean,12,7.167,1.034,1.441,0.963,0.558,0.093,0.144,2.934,2019,2522.539,2525.022,5047.561,98.855
162,188,Costa Rica,Latin America and Caribbean,13,7.072,1.01,1.459,0.817,0.632,0.101,0.143,2.91,2018,2499.229,2500.214,4999.443,97.913
163,188,Costa Rica,Latin America and Caribbean,12,7.226,0.95578,1.23788,0.86027,0.63376,0.10583,0.25497,3.17751,2015,2425.53,2422.275,4847.805,94.943
164,384,Côte d'Ivoire,Sub-Saharan Africa,128,4.179999828,0.603048921,0.90478003,0.04864217,0.447706193,0.130061775,0.20123747,1.84452327,2017,12343.867,12093.608,24437.475,76.847
165,384,Côte d'Ivoire,Sub-Saharan Africa,99,4.944,0.569,0.808,0.232,0.352,0.09,0.154,2.739,2019,12974.206,12742.348,25716.554,80.87
166,384,Côte d'Ivoire,Sub-Saharan Africa,139,3.916,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338,1.9751,2016,12041.04,11781.686,23822.726,74.914
167,384,Côte d'Ivoire,Sub-Saharan Africa,107,4.671,0.541,0.872,0.08,0.467,0.103,0.146,2.462,2018,12655.166,12414.06,25069.226,78.834
168,384,Côte d'Ivoire,Sub-Saharan Africa,151,3.655,0.46534,0.77115,0.15185,0.46866,0.17922,0.20165,1.41713,2015,11747.319,11478.829,23226.148,73.038
169,191,Croatia,Central and Eastern Europe,77,5.293000221,1.222556233,0.967983007,0.701288521,0.255772293,0.04310311,0.248002976,1.85429408,2017,2012.657,2170.19,4182.847,74.747
170,191,Croatia,Central and Eastern Europe,74,5.488,1.18649,0.60809,0.70524,0.23907,0.04002,0.18434,2.52475,2016,2024.136,2184.475,4208.611,75.207
171,191,Croatia,Central and Eastern Europe,75,5.432,1.155,1.266,0.914,0.296,0.022,0.119,1.66,2019,1990.015,2140.284,4130.299,73.808
172,191,Croatia,Central and Eastern Europe,82,5.321,1.115,1.161,0.737,0.38,0.039,0.12,1.769,2018,2001.201,2155.206,4156.407,74.275
173,191,Croatia,Central and Eastern Europe,62,5.759,1.08254,0.79624,0.78805,0.25883,0.0243,0.05444,2.7546,2015,2035.405,2197.469,4232.874,75.641
174,196,Cyprus,Western Europe,65,5.620999813,1.355938077,1.131363273,0.844714701,0.355111539,0.041237976,0.271254301,1.621379945,2017,590.551,589.134,1179.685,127.672
175,196,Cyprus,Western Europe,61,5.809999943,1.346911311,1.186303377,0.834647238,0.471203625,0.155353352,0.266845703,1.548735335,2017,590.551,589.134,1179.685,127.672
176,196,Cyprus,Western Europe,69,5.546,1.31857,0.70697,0.8488,0.29507,0.05228,0.27906,2.04525,2016,586.03,584.159,1170.189,126.644
177,196,Cyprus,Western Europe,62,5.771,1.31141,0.81826,0.84142,0.43596,0.16578,0.26322,1.93495,2016,586.03,584.159,1170.189,126.644
178,196,Cyprus,Western Europe,49,6.046,1.263,1.223,1.042,0.406,0.041,0.19,1.881,2019,599.297,599.277,1198.574,129.716
179,196,Cyprus,Western Europe,64,5.718,1.263,1.252,1.042,0.417,0.162,0.191,1.391,2019,599.297,599.277,1198.574,129.716
180,196,Cyprus,Western Europe,58,5.835,1.229,1.211,0.909,0.495,0.154,0.179,1.658,2018,594.975,594.287,1189.262,128.708
181,196,Cyprus,Western Europe,61,5.762,1.229,1.191,0.909,0.423,0.035,0.202,1.773,2018,594.975,594.287,1189.262,128.708
182,196,Cyprus,Western Europe,67,5.689,1.20813,0.89318,0.92356,0.40672,0.06146,0.30638,1.88957,2015,581.395,579.592,1160.987,125.648
183,196,Cyprus,Western Europe,66,5.695,1.20806,1.07008,0.92356,0.49027,0.1428,0.26169,1.59854,2015,581.395,579.592,1160.987,125.648
184,203,Czechia,Central and Eastern Europe,23,6.609000206,1.352682352,1.433885217,0.754444003,0.490946174,0.036872927,0.088106759,2.452062774,2017,5232.015,5409.017,10641.032,137.766
185,203,Czechia,Central and Eastern Europe,27,6.596,1.30915,1.00793,0.76376,0.41418,0.03986,0.09929,2.96183,2016,5219.039,5399.829,10618.868,137.479
186,203,Czechia,Central and Eastern Europe,20,6.852,1.269,1.487,0.92,0.457,0.036,0.046,2.637,2019,5260.628,5428.585,10689.213,138.39
187,203,Czechia,Central and Eastern Europe,21,6.711,1.233,1.489,0.854,0.543,0.034,0.064,2.494,2018,5246.598,5419.081,10665.679,138.085
188,203,Czechia,Central and Eastern Europe,31,6.505,1.17898,1.20643,0.84483,0.46364,0.02652,0.10686,2.67774,2015,5208.98,5392.41,10601.39,137.253
189,208,Denmark,Western Europe,2,7.521999836,1.482383013,1.551121593,0.792565525,0.626006722,0.400770068,0.355280489,2.313872427,2017,2850.751,2881.526,5732.277,135.1
190,208,Denmark,Western Europe,1,7.526,1.44178,1.16374,0.79504,0.57941,0.44453,0.36171,2.73979,2016,2840.401,2870.945,5711.346,134.606
191,208,Denmark,Western Europe,2,7.6,1.383,1.573,0.996,0.592,0.41,0.252,2.394,2019,2869.672,2902.205,5771.877,136.033
192,208,Denmark,Western Europe,3,7.555,1.351,1.59,0.868,0.683,0.408,0.284,2.371,2018,2860.293,2891.838,5752.131,135.568
193,208,Denmark,Western Europe,3,7.527,1.32548,1.36058,0.87464,0.64938,0.48357,0.34139,2.49196,2015,2828.808,2859.887,5688.695,134.072
194,262,Djibouti,Sub-Saharan Africa,126,4.369,0.44025,0.59207,0.36291,0.46074,0.28105,0.18093,2.05105,2015,483.117,430.881,913.998,39.43
195,214,Dominican Republic,Latin America and Caribbean,86,5.230000019,1.079373837,1.402416706,0.574873745,0.552589834,0.113945253,0.18696785,1.319832794,2017,5258.174,5254.937,10513.111,217.573
196,214,Dominican Republic,Latin America and Caribbean,89,5.155,1.02787,0.99496,0.57669,0.52259,0.12372,0.21286,1.69631,2016,5202.94,5194.798,10397.738,215.185
197,214,Dominican Republic,Latin America and Caribbean,77,5.425,1.015,1.401,0.779,0.497,0.101,0.113,1.519,2019,5366.198,5372.759,10738.957,222.247
198,214,Dominican Republic,Latin America and Caribbean,83,5.302,0.982,1.441,0.614,0.578,0.106,0.12,1.461,2018,5312.745,5314.402,10627.147,219.933
199,214,Dominican Republic,Latin America and Caribbean,98,4.885,0.89537,1.17202,0.66825,0.57672,0.14234,0.21684,1.21346,2015,5147.367,5134.308,10281.675,212.783
200,218,Ecuador,Latin America and Caribbean,44,6.007999897,1.000820398,1.286168814,0.685636222,0.455198199,0.140134647,0.150112465,2.289929152,2017,8399.038,8386.318,16785.356,67.585
201,218,Ecuador,Latin America and Caribbean,51,5.976,0.97306,0.85974,0.68613,0.4027,0.18037,0.10074,2.77326,2016,8253.234,8237.882,16491.116,66.4
202,218,Ecuador,Latin America and Caribbean,50,6.028,0.912,1.312,0.868,0.498,0.087,0.126,2.225,2019,8690.487,8683.17,17373.657,69.954
203,218,Ecuador,Latin America and Caribbean,48,5.973,0.889,1.33,0.736,0.556,0.12,0.114,2.228,2018,8547.198,8537.161,17084.359,68.789
204,218,Ecuador,Latin America and Caribbean,48,5.975,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53915,2015,8114.959,8097.063,16212.022,65.276
205,818,Egypt,Middle East and Northern Africa,104,4.735000134,0.989701807,0.997471392,0.520187259,0.282110155,0.114381365,0.128631443,1.702516712,2017,48735.775,47706.815,96442.59,96.883
206,818,Egypt,Middle East and Northern Africa,120,4.362,0.95395,0.49813,0.52116,0.18847,0.10393,0.12706,1.9693,2016,47729.77,46717.301,94447.071,94.879
207,818,Egypt,Middle East and Northern Africa,137,4.166,0.913,1.039,0.644,0.241,0.067,0.076,1.186,2019,50722.599,49665.477,100388.076,100.847
208,818,Egypt,Middle East and Northern Africa,122,4.419,0.885,1.025,0.553,0.312,0.107,0.092,1.445,2018,49733.474,48690.128,98423.602,98.873
209,818,Egypt,Middle East and Northern Africa,135,4.194,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,1.59905,2015,46717.678,45724.871,92442.549,92.865
210,222,El Salvador,Latin America and Caribbean,45,6.002999783,0.909784496,1.182125092,0.596018553,0.43245253,0.08998096,0.078257985,2.714380167,2017,2997.81,3390.314,6388.124,308.307
211,222,El Salvador,Latin America and Caribbean,46,6.068,0.8737,0.80975,0.596,0.37269,0.10613,0.08877,3.22096,2016,2985.69,3370.447,6356.137,306.763
212,222,El Salvador,Latin America and Caribbean,40,6.167,0.806,1.231,0.639,0.461,0.082,0.065,2.883,2018,3010.428,3410.312,6420.74,309.881
213,222,El Salvador,Latin America and Caribbean,35,6.253,0.794,1.242,0.789,0.43,0.074,0.093,2.831,2019,3023.353,3430.197,6453.55,311.465
214,222,El Salvador,Latin America and Caribbean,42,6.13,0.76454,1.02507,0.67737,0.4035,0.11776,0.10692,3.03484,2015,2974.229,3350.892,6325.121,305.266
215,233,Estonia,Central and Eastern Europe,66,5.611000061,1.32087934,1.4766711,0.695168316,0.47913143,0.183248922,0.098890811,1.357010141,2017,620.172,699.217,1319.389,31.125
216,233,Estonia,Central and Eastern Europe,72,5.517,1.27964,1.05163,0.68098,0.41511,0.18519,0.08423,1.82022,2016,617.146,699.361,1316.507,31.057
217,233,Estonia,Central and Eastern Europe,55,5.893,1.237,1.528,0.874,0.495,0.161,0.103,1.495,2019,626.626,699.023,1325.649,31.273
218,233,Estonia,Central and Eastern Europe,63,5.739,1.2,1.532,0.737,0.553,0.174,0.086,1.457,2018,623.642,699.271,1322.913,31.208
219,233,Estonia,Central and Eastern Europe,73,5.429,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58822,2015,615.225,700.105,1315.33,31.029
220,748,Eswatini,Sub-Saharan Africa,135,4.212,0.811,1.149,0.0,0.313,0.135,0.074,1.73,2019,562.79,585.343,1148.133,66.752
221,748,Eswatini,Sub-Saharan Africa,101,4.867,0.71206,1.07284,0.07566,0.30658,0.0306,0.18259,2.48667,2015,532.23,571.808,1104.038,64.188
222,231,Ethiopia,Sub-Saharan Africa,119,4.460000038,0.339233845,0.864669204,0.353409708,0.408842742,0.165455714,0.31265074,2.015738085,2017,53214.725,53185.201,106399.926,106.4
223,231,Ethiopia,Sub-Saharan Africa,134,4.286,0.336,1.033,0.532,0.344,0.1,0.209,1.732,2019,56069.008,56009.719,112078.727,112.079
224,231,Ethiopia,Sub-Saharan Africa,127,4.35,0.308,0.95,0.391,0.452,0.146,0.22,1.883,2018,54635.264,54589.146,109224.41,109.224
225,231,Ethiopia,Sub-Saharan Africa,115,4.508,0.29283,0.37932,0.34578,0.36703,0.1717,0.29522,2.65612,2016,51805.857,51797.604,103603.461,103.603
226,231,Ethiopia,Sub-Saharan Africa,122,4.512,0.19073,0.60406,0.44055,0.4345,0.15048,0.24325,2.44843,2015,50408.589,50426.864,100835.453,100.835
227,246,Finland,Western Europe,5,7.468999863,1.443571925,1.540246725,0.80915767,0.617950857,0.382611543,0.245482773,2.429978371,2017,2714.913,2796.459,5511.372,18.136
228,246,Finland,Western Europe,5,7.413,1.40598,1.13464,0.81091,0.57104,0.41004,0.25492,2.82547,2016,2707.044,2790.67,5497.714,18.091
229,246,Finland,Western Europe,1,7.769,1.34,1.587,0.986,0.596,0.393,0.153,2.714,2019,2727.21,2804.949,5532.159,18.204
230,246,Finland,Western Europe,1,7.632,1.305,1.592,0.874,0.681,0.393,0.202,2.585,2018,2721.488,2801.097,5522.585,18.173
231,246,Finland,Western Europe,6,7.406,1.29025,1.31826,0.88911,0.64169,0.41372,0.23351,2.61946,2015,2697.615,2783.513,5481.128,18.037
232,250,France,Western Europe,31,6.441999912,1.430923462,1.387776852,0.844465852,0.470222116,0.172502428,0.129762307,2.006346896,2017,31404.236,33438.277,64842.513,118.421
233,250,France,Western Europe,32,6.478,1.39488,1.00508,0.83795,0.46562,0.17808,0.1216,2.47479,2016,31328.637,33338.953,64667.59,118.102
234,250,France,Western Europe,24,6.592,1.324,1.472,1.045,0.436,0.183,0.111,2.021,2019,31524.494,33605.237,65129.731,118.946
235,250,France,Western Europe,23,6.489,1.293,1.466,0.908,0.52,0.176,0.098,2.028,2018,31465.65,33524.862,64990.512,118.692
236,250,France,Western Europe,29,6.575,1.27778,1.26038,0.94579,0.55011,0.20646,0.12332,2.21116,2015,31230.758,33222.436,64453.194,117.71
237,266,Gabon,Sub-Saharan Africa,118,4.465000153,1.198210239,1.155620217,0.356578588,0.312328577,0.076046787,0.043785378,1.322430365,2017,1051.835,1012.977,2064.812,8.013
238,266,Gabon,Sub-Saharan Africa,134,4.121,1.15851,0.72368,0.3494,0.28098,0.09314,0.06244,1.45285,2016,1022.809,985.073,2007.882,7.792
239,266,Gabon,Sub-Saharan Africa,143,3.896,1.06024,0.90528,0.43372,0.31914,0.11091,0.06822,0.99849,2015,991.831,955.859,1947.69,7.559
240,266,Gabon,Sub-Saharan Africa,104,4.799,1.057,1.183,0.571,0.295,0.055,0.043,1.595,2019,1106.192,1066.386,2172.578,8.432
241,266,Gabon,Sub-Saharan Africa,103,4.758,1.036,1.164,0.404,0.356,0.052,0.032,1.714,2018,1079.376,1039.899,2119.275,8.225
242,270,Gambia,Sub-Saharan Africa,120,4.516,0.308,0.939,0.428,0.382,0.167,0.269,2.023,2019,1164.364,1183.332,2347.696,231.986
243,268,Georgia,Central and Eastern Europe,125,4.285999775,0.950612664,0.570614934,0.649546981,0.309410036,0.251666635,0.054008815,1.50013971,2017,1913.522,2095.201,4008.723,57.688
244,268,Georgia,Central and Eastern Europe,119,4.519,0.886,0.666,0.752,0.346,0.164,0.043,1.662,2019,1905.743,2091.019,3996.762,57.516
245,268,Georgia,Central and Eastern Europe,128,4.34,0.853,0.592,0.643,0.375,0.215,0.038,1.624,2018,1909.756,2093.19,4002.946,57.605
246,268,Georgia,Central and Eastern Europe,126,4.252,0.83792,0.19249,0.64035,0.32461,0.3188,0.06786,1.86997,2016,1917.421,2098.036,4015.457,57.785
247,268,Georgia,Central and Eastern Europe,130,4.297,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,1.59567,2015,1921.748,2102.432,4024.18,57.91
248,276,Germany,Western Europe,16,6.951000214,1.487923384,1.472520351,0.798950732,0.562511384,0.276731938,0.33626917,2.016093254,2017,40737.725,41920.684,82658.409,237.143
249,276,Germany,Western Europe,16,6.994,1.44787,1.09774,0.81487,0.53466,0.28551,0.30452,2.50883,2016,40464.282,41729.488,82193.77,235.81
250,276,Germany,Western Europe,17,6.985,1.373,1.454,0.987,0.495,0.265,0.261,2.15,2019,41249.115,42267.931,83517.046,239.606
251,276,Germany,Western Europe,15,6.965,1.34,1.474,0.861,0.586,0.28,0.273,2.151,2018,41013.28,42111.133,83124.413,238.479
252,276,Germany,Western Europe,26,6.75,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,2.11551,2015,40224.576,41562.835,81787.411,234.644
253,288,Ghana,Sub-Saharan Africa,131,4.119999886,0.667224824,0.873664737,0.295637727,0.423026294,0.02533637,0.256923944,1.57818599,2017,14754.799,14366.665,29121.464,127.984
254,288,Ghana,Sub-Saharan Africa,124,4.276,0.63107,0.49353,0.29681,0.40973,0.0326,0.21203,2.20023,2016,14428.231,14053.716,28481.947,125.173
255,288,Ghana,Sub-Saharan Africa,98,4.996,0.611,0.868,0.486,0.381,0.04,0.245,2.365,2019,15416.086,15001.772,30417.858,133.681
256,288,Ghana,Sub-Saharan Africa,108,4.657,0.592,0.896,0.337,0.499,0.029,0.212,2.092,2018,15084.235,14682.873,29767.108,130.821
257,288,Ghana,Sub-Saharan Africa,114,4.633,0.54558,0.67954,0.40132,0.42342,0.04355,0.23087,2.30872,2015,14104.836,13744.367,27849.203,122.393
258,300,Greece,Western Europe,87,5.227000237,1.289487481,1.239414573,0.810198903,0.095731251,0.043289777,0.0,1.748878252,2017,5188.269,5381.18,10569.449,81.997
259,300,Greece,Western Europe,99,5.033,1.24886,0.75473,0.80029,0.05822,0.04127,0.0,2.12963,2016,5210.972,5404.211,10615.183,82.352
260,300,Greece,Western Europe,82,5.287,1.181,1.156,0.999,0.067,0.034,0.0,1.85,2019,5140.52,5332.932,10473.452,81.253
261,300,Greece,Western Europe,102,4.857,1.15406,0.92933,0.88213,0.07699,0.01397,0.0,1.80052,2015,5232.856,5426.881,10659.737,82.698
262,300,Greece,Western Europe,79,5.358,1.154,1.202,0.879,0.131,0.044,0.0,1.948,2018,5164.717,5357.527,10522.244,81.631
263,320,Guatemala,Latin America and Caribbean,29,6.453999996,0.872001946,1.255585194,0.54023999,0.531310618,0.077223279,0.283488393,2.894150577,2017,8326.333,8588.646,16914.979,157.848
264,320,Guatemala,Latin America and Caribbean,39,6.324,0.83454,0.87119,0.54039,0.50379,0.08701,0.28808,3.199,2016,8160.28,8422.799,16583.079,154.751
265,320,Guatemala,Latin America and Caribbean,27,6.436,0.8,1.269,0.746,0.535,0.078,0.175,2.833,2019,8659.95,8921.526,17581.476,164.068
266,320,Guatemala,Latin America and Caribbean,30,6.382,0.781,1.268,0.608,0.604,0.071,0.179,2.871,2018,8492.956,8754.899,17247.855,160.954
267,320,Guatemala,Latin America and Caribbean,43,6.123,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74272,2015,7995.0,8257.425,16252.425,151.665
268,324,Guinea,Sub-Saharan Africa,118,4.534,0.38,0.829,0.375,0.332,0.086,0.207,2.325,2019,6166.075,6605.171,12771.246,51.975
269,324,Guinea,Sub-Saharan Africa,140,3.964,0.344,0.792,0.211,0.394,0.094,0.185,1.944,2018,5981.068,6433.224,12414.292,50.522
270,324,Guinea,Sub-Saharan Africa,149,3.506999969,0.24454993,0.791244686,0.194129139,0.348587513,0.110937618,0.264815092,1.552735992,2017,5801.506,6266.01,12067.516,49.111
271,324,Guinea,Sub-Saharan Africa,151,3.607,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914,2.15579,2016,5631.807,6106.627,11738.434,47.772
272,324,Guinea,Sub-Saharan Africa,150,3.656,0.17417,0.46475,0.24009,0.37725,0.12139,0.28657,1.99178,2015,5474.968,5957.128,11432.096,46.525
273,332,Haiti,Latin America and Caribbean,145,3.602999926,0.368610263,0.640449822,0.27732113,0.030369857,0.09987215,0.489203781,1.697172923,2017,5420.284,5562.083,10982.367,398.489
274,332,Haiti,Latin America and Caribbean,136,4.028,0.34097,0.29561,0.27494,0.12072,0.14476,0.47958,2.37142,2016,5350.621,5489.355,10839.976,393.323
275,332,Haiti,Latin America and Caribbean,147,3.597,0.323,0.688,0.449,0.026,0.11,0.419,1.582,2019,5557.596,5705.483,11263.079,408.675
276,332,Haiti,Latin America and Caribbean,148,3.582,0.315,0.714,0.289,0.025,0.104,0.392,1.743,2018,5489.045,5634.138,11123.183,403.599
277,332,Haiti,Latin America and Caribbean,119,4.518,0.26673,0.74302,0.38847,0.24425,0.17175,0.46187,2.24191,2015,5279.57,5415.97,10695.54,388.082
278,340,Honduras,Latin America and Caribbean,91,5.181000233,0.730573118,1.143944979,0.58256948,0.34807986,0.073345453,0.236188874,2.06629847,2017,4709.093,4719.923,9429.016,84.27
279,340,Honduras,Latin America and Caribbean,104,4.871,0.69429,0.75596,0.58383,0.26755,0.06906,0.2044,2.29591,2016,4629.297,4641.497,9270.794,82.856
280,340,Honduras,Latin America and Caribbean,59,5.86,0.642,1.236,0.828,0.507,0.078,0.246,2.323,2019,4868.994,4877.121,9746.115,87.104
281,340,Honduras,Latin America and Caribbean,72,5.504,0.62,1.205,0.622,0.459,0.074,0.197,2.327,2018,4789.031,4798.492,9587.523,85.687
282,340,Honduras,Latin America and Caribbean,105,4.788,0.59532,0.95348,0.6951,0.40148,0.06825,0.23027,1.8441,2015,4549.686,4563.218,9112.904,81.445
283,348,Hungary,Central and Eastern Europe,75,5.323999882,1.286011934,1.343133092,0.687763453,0.175863519,0.036636937,0.078401662,1.716189284,2017,4626.816,5103.006,9729.822,107.476
284,348,Hungary,Central and Eastern Europe,91,5.145,1.24142,0.93164,0.67608,0.1977,0.04472,0.099,1.95444,2016,4636.375,5116.595,9752.97,107.732
285,348,Hungary,Central and Eastern Europe,62,5.758,1.201,1.41,0.828,0.199,0.02,0.081,2.019,2019,4608.25,5076.43,9684.68,106.978
286,348,Hungary,Central and Eastern Europe,69,5.62,1.171,1.401,0.732,0.259,0.022,0.061,1.974,2018,4617.623,5089.879,9707.502,107.23
287,348,Hungary,Central and Eastern Europe,104,4.8,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24116,2015,4646.716,5131.209,9777.925,108.008
288,352,Iceland,Western Europe,3,7.504000187,1.48063302,1.610574007,0.833552122,0.627162635,0.153526559,0.475540221,2.323011622,2017,167.761,166.634,334.395,3.336
289,352,Iceland,Western Europe,3,7.501,1.42666,1.18326,0.86733,0.56624,0.14975,0.47678,2.83098,2016,166.644,165.565,332.209,3.314
290,352,Iceland,Western Europe,4,7.494,1.38,1.624,1.026,0.591,0.118,0.354,2.401,2019,170.23,168.807,339.037,3.382
291,352,Iceland,Western Europe,4,7.495,1.343,1.644,0.914,0.677,0.138,0.353,2.426,2018,168.99,167.722,336.712,3.359
292,352,Iceland,Western Europe,2,7.561,1.30232,1.40223,0.94784,0.62877,0.14145,0.4363,2.70209,2015,165.685,164.552,330.237,3.294
293,356,India,Southern Asia,122,4.315000057,0.792221248,0.754372597,0.455427617,0.469987005,0.092226885,0.231538489,1.519226216,2017,695880.522,642796.257,1338676.779,450.249
294,356,India,Southern Asia,140,4.015,0.755,0.765,0.588,0.498,0.085,0.2,1.124,2019,710129.572,656288.184,1366417.756,459.58
295,356,India,Southern Asia,118,4.404,0.74036,0.29247,0.45091,0.40285,0.08722,0.25028,2.17991,2016,688604.687,635912.563,1324517.25,445.487
296,356,India,Southern Asia,133,4.19,0.721,0.747,0.485,0.539,0.093,0.172,1.433,2018,703055.58,649586.703,1352642.283,454.946
297,356,India,Southern Asia,117,4.565,0.64499,0.38174,0.51529,0.39786,0.08492,0.26475,2.27545,2015,681223.332,628929.06,1310152.392,440.655
298,360,Indonesia,Southeastern Asia,81,5.262000084,0.995538592,1.274444699,0.492345721,0.443323463,0.015317135,0.611704588,1.429325885,2017,133272.786,131378.183,264650.969,146.089
299,360,Indonesia,Southeastern Asia,79,5.314,0.95104,0.87625,0.49374,0.39237,0.00322,0.56521,2.03217,2016,131720.864,129835.522,261556.386,144.381
300,360,Indonesia,Southeastern Asia,92,5.192,0.931,1.203,0.66,0.491,0.028,0.498,1.381,2019,136269.761,134355.806,270625.567,149.387
301,360,Indonesia,Southeastern Asia,96,5.093,0.899,1.215,0.522,0.538,0.018,0.484,1.417,2018,134788.497,132882.052,267670.549,147.756
302,360,Indonesia,Southeastern Asia,74,5.399,0.82827,1.08708,0.63793,0.46611,0.0,0.51535,1.86426,2015,130132.842,128250.415,258383.257,142.629
303,364,Iran (Islamic Republic of),Middle East and Northern Africa,108,4.691999912,1.156873107,0.711551249,0.639333189,0.249322608,0.048761073,0.387242913,1.498915773,2017,40818.986,39854.902,80673.888,49.537
304,364,Iran (Islamic Republic of),Middle East and Northern Africa,105,4.813,1.11758,0.38857,0.64232,0.22544,0.0557,0.38538,1.99801,2016,40274.534,39289.457,79563.991,48.856
305,364,Iran (Islamic Republic of),Middle East and Northern Africa,117,4.548,1.1,0.842,0.785,0.305,0.125,0.27,1.121,2019,41889.89,41024.003,82913.893,50.913
306,364,Iran (Islamic Republic of),Middle East and Northern Africa,106,4.707,1.059,0.771,0.691,0.459,0.129,0.282,1.316,2018,41358.895,40441.309,81800.204,50.229
307,364,Iran (Islamic Republic of),Middle East and Northern Africa,110,4.686,1.0088,0.54447,0.69805,0.30033,0.05863,0.38086,1.69486,2015,39730.143,38762.065,78492.208,48.198
308,368,Iraq,Middle East and Northern Africa,117,4.497000217,1.102710485,0.978613198,0.50118047,0.288555533,0.107215755,0.199637264,1.319087513,2017,18993.936,18558.853,37552.789,86.463
309,368,Iraq,Middle East and Northern Africa,112,4.575,1.07474,0.59205,0.51076,0.24856,0.13636,0.19589,1.81664,2016,18512.965,18097.667,36610.632,84.294
310,368,Iraq,Middle East and Northern Africa,126,4.437,1.043,0.98,0.574,0.241,0.089,0.148,1.362,2019,19891.814,19417.975,39309.789,90.509
311,368,Iraq,Middle East and Northern Africa,117,4.456,1.01,0.971,0.536,0.304,0.095,0.148,1.392,2018,19444.067,18989.537,38433.604,88.491
312,368,Iraq,Middle East and Northern Africa,112,4.677,0.98549,0.81889,0.60237,0.0,0.13788,0.17922,1.95315,2015,17983.741,17588.528,35572.269,81.903
313,372,Ireland,Western Europe,15,6.977000237,1.535706639,1.558231115,0.809782624,0.573110342,0.298388153,0.427858323,1.773923039,2017,2354.447,2398.834,4753.281,68.998
314,372,Ireland,Western Europe,16,7.021,1.499,1.553,0.999,0.516,0.31,0.298,1.846,2019,2422.418,2460.08,4882.498,70.874
315,372,Ireland,Western Europe,19,6.907,1.48341,1.16157,0.81455,0.54008,0.29754,0.44963,2.16022,2016,2324.524,2371.266,4695.79,68.164
316,372,Ireland,Western Europe,14,6.977,1.448,1.583,0.876,0.614,0.306,0.307,1.843,2018,2388.843,2429.851,4818.694,69.948
317,372,Ireland,Western Europe,18,6.94,1.33596,1.36948,0.89533,0.61777,0.28703,0.45901,1.97542,2015,2302.544,2349.876,4652.42,67.534
318,376,Israel,Middle East and Northern Africa,11,7.212999821,1.375382423,1.376289964,0.838404,0.405988604,0.0852421,0.330082655,2.801610075,2017,4094.342,4149.507,8243.849,380.954
319,376,Israel,Middle East and Northern Africa,11,7.267,1.33766,0.99537,0.84917,0.36432,0.08728,0.32288,3.31032,2016,4024.28,4084.704,8108.984,374.722
320,376,Israel,Middle East and Northern Africa,19,6.814,1.301,1.559,0.883,0.533,0.272,0.354,1.912,2018,4165.766,4215.741,8381.507,387.315
321,376,Israel,Middle East and Northern Africa,13,7.139,1.276,1.455,1.029,0.371,0.082,0.261,2.665,2019,4237.327,4282.046,8519.373,393.686
322,376,Israel,Middle East and Northern Africa,11,7.278,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172,3.08887,2015,3956.334,4022.162,7978.496,368.692
323,380,Italy,Western Europe,48,5.964000225,1.395066619,1.444923282,0.853144348,0.256450713,0.028028091,0.172789648,1.813597525,2017,29481.8,31191.894,60673.694,206.275
324,380,Italy,Western Europe,50,5.977,1.35495,1.04167,0.85102,0.18827,0.02556,0.16684,2.34869,2016,29456.255,31206.813,60663.068,206.239
325,380,Italy,Western Europe,36,6.223,1.294,1.488,1.039,0.231,0.03,0.158,1.983,2019,29461.035,31089.057,60550.092,205.855
326,380,Italy,Western Europe,47,6.0,1.264,1.501,0.946,0.281,0.028,0.137,1.843,2018,29479.008,31148.283,60627.291,206.117
