,id,Country,Region,Happiness Rank,Happiness Score,Economy (GDP per Capita),Social Support,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Other Reason,Year,PopMale,PopFemale,PopTotal,PopDensity
327,380,Italy,Western Europe,50,5.948,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02503,2015,29394.123,31184.366,60578.489,205.951
328,388,Jamaica,Latin America and Caribbean,76,5.31099987,0.925579309,1.368218064,0.641022384,0.474307239,0.055267781,0.233818337,1.612786755,2017,1450.841,1470.007,2920.848,269.7
329,388,Jamaica,Latin America and Caribbean,73,5.51,0.89333,0.96372,0.59469,0.43597,0.04294,0.22245,2.3569,2016,1443.917,1462.325,2906.242,268.351
330,388,Jamaica,Latin America and Caribbean,56,5.89,0.831,1.478,0.831,0.49,0.028,0.107,2.125,2019,1463.72,1484.557,2948.277,272.232
331,388,Jamaica,Latin America and Caribbean,56,5.89,0.819,1.493,0.693,0.575,0.031,0.096,2.183,2018,1457.453,1477.4,2934.853,270.993
332,388,Jamaica,Latin America and Caribbean,65,5.709,0.81038,1.15102,0.68741,0.50442,0.02299,0.2123,2.32048,2015,1436.7,1454.324,2891.024,266.946
333,392,Japan,Eastern Asia,51,5.920000076,1.416915178,1.436337829,0.913475871,0.505625546,0.163760737,0.120572768,1.363312148,2017,62282.219,65220.509,127502.728,349.749
334,392,Japan,Eastern Asia,53,5.921,1.38007,1.06054,0.91491,0.46761,0.18985,0.10224,1.80578,2016,62418.618,65344.649,127763.267,350.464
335,392,Japan,Eastern Asia,58,5.886,1.327,1.419,1.088,0.445,0.14,0.069,1.398,2019,61950.31,64909.989,126860.299,347.987
336,392,Japan,Eastern Asia,54,5.915,1.294,1.462,0.988,0.553,0.15,0.079,1.389,2018,62126.492,65075.698,127202.19,348.925
337,392,Japan,Eastern Asia,46,5.987,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68423,2015,62536.745,65448.394,127985.139,351.072
338,400,Jordan,Middle East and Northern Africa,80,5.303,0.99673,0.86216,0.60712,0.36023,0.13297,0.14262,2.20117,2016,4836.733,4717.553,9554.286,107.618
339,400,Jordan,Middle East and Northern Africa,74,5.335999966,0.991012394,1.239088893,0.604590058,0.418421149,0.119803272,0.17217046,1.790913738,2017,4952.772,4833.068,9785.84,110.226
340,400,Jordan,Middle East and Northern Africa,82,5.192,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053,1.87964,2015,4693.41,4573.163,9266.573,104.377
341,400,Jordan,Middle East and Northern Africa,101,4.906,0.837,1.225,0.815,0.383,0.13,0.11,1.406,2019,5113.215,4988.482,10101.697,113.783
342,400,Jordan,Middle East and Northern Africa,90,5.161,0.822,1.265,0.645,0.468,0.134,0.13,1.697,2018,5043.481,4921.841,9965.322,112.247
343,398,Kazakhstan,Central and Eastern Europe,60,5.818999767,1.28455627,1.384369016,0.606041551,0.437454283,0.119282886,0.201964423,1.785331339,2017,8762.142,9317.881,18080.023,6.697
344,398,Kazakhstan,Central and Eastern Europe,54,5.919,1.22943,0.95544,0.57386,0.4052,0.11132,0.15011,2.49364,2016,8637.067,9193.835,17830.902,6.605
345,398,Kazakhstan,Central and Eastern Europe,60,5.809,1.173,1.508,0.729,0.41,0.096,0.146,1.747,2019,8999.754,9551.674,18551.428,6.872
346,398,Kazakhstan,Central and Eastern Europe,60,5.79,1.143,1.516,0.631,0.454,0.121,0.148,1.777,2018,8882.91,9436.706,18319.616,6.786
347,398,Kazakhstan,Central and Eastern Europe,54,5.855,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24707,2015,8507.888,9064.122,17572.01,6.509
348,404,Kenya,Sub-Saharan Africa,112,4.552999973,0.560479462,1.067950726,0.30998835,0.452763766,0.064641319,0.444860309,1.652316041,2017,24950.142,25271.004,50221.146,88.24
349,404,Kenya,Sub-Saharan Africa,122,4.356,0.52267,0.7624,0.30147,0.40576,0.06686,0.41328,1.88356,2016,24367.251,24684.28,49051.531,86.185
350,404,Kenya,Sub-Saharan Africa,121,4.509,0.512,0.983,0.581,0.431,0.053,0.372,1.577,2019,26122.382,26451.585,52573.967,92.374
351,404,Kenya,Sub-Saharan Africa,124,4.41,0.493,1.048,0.454,0.504,0.055,0.352,1.504,2018,25533.874,25858.696,51392.57,90.299
352,404,Kenya,Sub-Saharan Africa,125,4.419,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,1.78522,2015,23782.609,24095.73,47878.339,84.124
353,414,Kuwait,Middle East and Northern Africa,39,6.105000019,1.632952452,1.259698749,0.632105708,0.496337593,0.21515955,0.228289798,1.64045617,2017,2428.715,1627.387,4056.102,227.615
354,414,Kuwait,Middle East and Northern Africa,41,6.239,1.61714,0.87758,0.63569,0.43166,0.23669,0.15965,2.28059,2016,2346.661,1610.201,3956.862,222.046
355,414,Kuwait,Middle East and Northern Africa,39,6.295,1.55422,1.16594,0.72492,0.55499,0.25609,0.16228,1.87656,2015,2255.989,1579.599,3835.588,215.241
356,414,Kuwait,Middle East and Northern Africa,51,6.021,1.5,1.319,0.808,0.493,0.097,0.142,1.662,2019,2563.055,1644.022,4207.077,236.087
357,414,Kuwait,Middle East and Northern Africa,45,6.083,1.474,1.301,0.675,0.554,0.106,0.167,1.806,2018,2501.082,1636.232,4137.314,232.173
358,417,Kyrgyzstan,Central and Eastern Europe,98,5.004000187,0.596220076,1.394238591,0.553457797,0.454943389,0.039439179,0.428580374,1.537120782,2017,3062.7,3127.027,6189.727,32.272
359,417,Kyrgyzstan,Central and Eastern Europe,85,5.185,0.56044,0.95434,0.55449,0.40212,0.04762,0.38432,2.28167,2016,3005.717,3068.61,6074.327,31.67
360,417,Kyrgyzstan,Central and Eastern Europe,86,5.261,0.551,1.438,0.723,0.508,0.023,0.3,1.718,2019,3173.902,3241.949,6415.851,33.451
361,417,Kyrgyzstan,Central and Eastern Europe,92,5.131,0.53,1.416,0.594,0.54,0.035,0.281,1.735,2018,3118.925,3185.1,6304.025,32.868
362,417,Kyrgyzstan,Central and Eastern Europe,77,5.286,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2323,2015,2948.492,3010.634,5959.126,31.069
363,418,Lao People's Democratic Republic,Southeastern Asia,105,4.796,0.764,1.03,0.551,0.547,0.164,0.266,1.474,2019,3599.028,3570.428,7169.456,31.064
364,418,Lao People's Democratic Republic,Southeastern Asia,110,4.623,0.72,1.034,0.441,0.626,0.174,0.23,1.398,2018,3545.623,3515.875,7061.498,30.596
365,418,Lao People's Democratic Republic,Southeastern Asia,102,4.876,0.68042,0.5497,0.38291,0.52168,0.22423,0.43079,2.08627,2016,3436.67,3409.178,6845.848,29.661
366,418,Lao People's Democratic Republic,Southeastern Asia,99,4.876,0.59066,0.73803,0.54909,0.59591,0.24249,0.42192,1.7379,2015,3381.013,3360.147,6741.16,29.208
367,428,Latvia,Central and Eastern Europe,54,5.849999905,1.260748625,1.404714942,0.638566971,0.325707912,0.073842727,0.153074786,1.993343942,2017,896.181,1054.916,1951.097,31.368
368,428,Latvia,Central and Eastern Europe,68,5.56,1.21788,0.95025,0.63952,0.27996,0.0889,0.17445,2.20904,2016,905.794,1068.471,1974.265,31.741
369,428,Latvia,Central and Eastern Europe,53,5.94,1.187,1.465,0.812,0.264,0.064,0.075,2.073,2019,877.948,1028.792,1906.74,30.655
370,428,Latvia,Central and Eastern Europe,53,5.933,1.148,1.454,0.671,0.363,0.066,0.092,2.139,2018,886.896,1041.565,1928.461,31.004
371,428,Latvia,Central and Eastern Europe,89,5.098,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.6226,2015,915.727,1081.948,1997.675,32.117
372,422,Lebanon,Middle East and Northern Africa,93,5.129,1.12268,0.64184,0.76171,0.26228,0.03061,0.23693,2.07295,2016,3377.146,3337.135,6714.281,656.332
373,422,Lebanon,Middle East and Northern Africa,88,5.224999905,1.074987531,1.129624248,0.735081077,0.288515985,0.03751383,0.264450759,1.694826476,2017,3429.311,3390.062,6819.373,666.605
374,422,Lebanon,Middle East and Northern Africa,103,4.839,1.02564,0.80001,0.83947,0.33916,0.04582,0.21854,1.57036,2015,3287.82,3244.861,6532.681,638.581
375,422,Lebanon,Middle East and Northern Africa,91,5.197,0.987,1.224,0.815,0.216,0.027,0.166,1.762,2019,3449.246,3406.463,6855.709,670.157
376,422,Lebanon,Middle East and Northern Africa,80,5.358,0.965,1.179,0.785,0.503,0.136,0.214,1.576,2018,3449.884,3409.524,6859.408,670.519
377,426,Lesotho,Sub-Saharan Africa,139,3.808000088,0.521021247,1.190095186,0.0,0.390661299,0.11909464,0.157497272,1.429630443,2017,1030.162,1061.37,2091.532,68.891
378,426,Lesotho,Sub-Saharan Africa,144,3.802,0.489,1.169,0.168,0.359,0.093,0.107,1.417,2019,1047.944,1077.323,2125.267,70.002
379,426,Lesotho,Sub-Saharan Africa,141,3.808,0.472,1.215,0.079,0.423,0.112,0.116,1.391,2018,1039.049,1069.278,2108.327,69.444
380,426,Lesotho,Sub-Saharan Africa,97,4.898,0.37545,1.04103,0.07612,0.31767,0.12504,0.16388,2.79881,2015,1011.929,1047.082,2059.011,67.82
381,430,Liberia,Sub-Saharan Africa,148,3.532999992,0.119041793,0.872117937,0.229918197,0.332881182,0.038948249,0.266549885,1.673542749,2017,2361.022,2341.202,4702.224,48.819
382,430,Liberia,Sub-Saharan Africa,150,3.622,0.10706,0.50353,0.23165,0.25748,0.04852,0.24063,2.23313,2016,2302.083,2284.705,4586.788,47.62
383,430,Liberia,Sub-Saharan Africa,149,3.495,0.076,0.858,0.267,0.419,0.03,0.206,1.639,2018,2420.654,2398.322,4818.976,50.031
384,430,Liberia,Sub-Saharan Africa,141,3.975,0.073,0.922,0.443,0.37,0.033,0.233,1.901,2019,2481.116,2456.258,4937.374,51.26
385,430,Liberia,Sub-Saharan Africa,116,4.571,0.0712,0.78968,0.34201,0.28531,0.06232,0.24362,2.77686,2015,2243.64,2228.589,4472.229,46.431
386,434,Libya,Middle East and Northern Africa,63,5.754,1.13145,1.11862,0.7038,0.41668,0.11023,0.18295,2.09027,2015,3248.49,3169.825,6418.315,3.648
387,434,Libya,Middle East and Northern Africa,68,5.525000095,1.101803064,1.35756433,0.52016902,0.46573323,0.09261021,0.152073666,1.835046574,2017,3325.6,3255.123,6580.723,3.74
388,434,Libya,Middle East and Northern Africa,67,5.615,1.06688,0.95076,0.52304,0.40672,0.10339,0.17087,2.39334,2016,3282.817,3209.343,6492.16,3.69
389,434,Libya,Middle East and Northern Africa,72,5.525,1.044,1.303,0.673,0.416,0.152,0.133,1.804,2019,3422.619,3354.834,6777.453,3.852
390,434,Libya,Middle East and Northern Africa,70,5.566,0.985,1.35,0.553,0.496,0.148,0.116,1.918,2018,3373.758,3304.807,6678.565,3.796
391,440,Lithuania,Central and Eastern Europe,52,5.90199995,1.314582348,1.473516107,0.62894994,0.234231785,0.011865643,0.010164657,2.228689471,2017,1313.179,1532.24,2845.419,45.4
392,440,Lithuania,Central and Eastern Europe,60,5.813,1.2692,1.06411,0.64674,0.18929,0.0182,0.02025,2.60521,2016,1331.949,1557.606,2889.555,46.105
393,440,Lithuania,Central and Eastern Europe,42,6.149,1.238,1.515,0.818,0.291,0.042,0.043,2.202,2019,1276.477,1483.154,2759.631,44.032
394,440,Lithuania,Central and Eastern Europe,50,5.952,1.197,1.527,0.716,0.35,0.006,0.026,2.13,2018,1294.412,1506.858,2801.27,44.696
395,440,Lithuania,Central and Eastern Europe,56,5.833,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.4469,2015,1350.137,1581.735,2931.872,46.78
396,442,Luxembourg,Western Europe,18,6.862999916,1.741943598,1.457583666,0.845089495,0.596627891,0.318834424,0.283180982,1.61973986,2017,298.197,293.717,591.914,228.538
397,442,Luxembourg,Western Europe,20,6.871,1.69752,1.03999,0.84542,0.5487,0.35329,0.27571,2.11037,2016,291.292,287.974,579.266,223.655
398,442,Luxembourg,Western Europe,14,7.09,1.609,1.479,1.012,0.526,0.316,0.194,1.954,2019,311.11,304.62,615.73,237.734
399,442,Luxembourg,Western Europe,17,6.91,1.576,1.52,0.896,0.632,0.321,0.196,1.769,2018,304.906,299.338,604.244,233.299
400,442,Luxembourg,Western Europe,17,6.946,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034,1.96937,2015,284.441,282.3,566.741,218.819
401,450,Madagascar,Sub-Saharan Africa,144,3.644000053,0.305808693,0.913020372,0.375223309,0.189196765,0.067231975,0.20873253,1.584786408,2017,12751.85,12818.661,25570.511,43.951
402,450,Madagascar,Sub-Saharan Africa,148,3.695,0.27954,0.46115,0.37109,0.13684,0.07506,0.2204,2.15092,2016,12412.889,12481.481,24894.37,42.789
403,450,Madagascar,Sub-Saharan Africa,143,3.933,0.274,0.916,0.555,0.148,0.041,0.169,1.83,2019,13452.929,13516.377,26969.306,46.355
404,450,Madagascar,Sub-Saharan Africa,143,3.774,0.262,0.908,0.402,0.221,0.049,0.155,1.777,2018,13098.6,13163.713,26262.313,45.14
405,450,Madagascar,Sub-Saharan Africa,147,3.681,0.20824,0.66801,0.46721,0.19184,0.08124,0.21333,1.85113,2015,12081.791,12152.289,24234.08,41.654
406,454,Malawi,Sub-Saharan Africa,136,3.970000029,0.233442038,0.512568831,0.315089583,0.466914654,0.072711654,0.28717047,2.082102798,2017,8709.558,8960.635,17670.193,187.422
407,454,Malawi,Sub-Saharan Africa,150,3.41,0.191,0.56,0.495,0.443,0.089,0.218,1.414,2019,9185.278,9443.471,18628.749,197.59
408,454,Malawi,Sub-Saharan Africa,147,3.587,0.186,0.541,0.306,0.531,0.08,0.21,1.733,2018,8944.33,9198.885,18143.215,192.44
409,454,Malawi,Sub-Saharan Africa,132,4.156,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,2.82865,2016,8478.682,8726.571,17205.253,182.491
410,454,Malawi,Sub-Saharan Africa,131,4.292,0.01604,0.41134,0.22562,0.43054,0.06977,0.33128,2.80741,2015,8250.134,8495.171,16745.305,177.612
411,458,Malaysia,Southeastern Asia,42,6.084000111,1.29121542,1.284646034,0.618784428,0.402264982,0.065600708,0.41660893,2.004879609,2017,16000.312,15104.343,31104.655,94.673
412,458,Malaysia,Southeastern Asia,47,6.005,1.25142,0.88025,0.62366,0.39031,0.09081,0.41474,2.35381,2016,15790.718,14893.934,30684.652,93.394
413,458,Malaysia,Southeastern Asia,80,5.339,1.221,1.171,0.828,0.508,0.024,0.26,1.327,2019,16423.164,15526.625,31949.789,97.245
414,458,Malaysia,Southeastern Asia,35,6.322,1.161,1.258,0.669,0.356,0.059,0.311,2.508,2018,16212.181,15315.852,31528.033,95.961
415,458,Malaysia,Southeastern Asia,61,5.77,1.12486,1.07023,0.72394,0.53024,0.10501,0.33075,1.88497,2015,15585.167,14685.798,30270.965,92.135
416,466,Mali,Sub-Saharan Africa,127,4.190000057,0.476180494,1.281473398,0.169365674,0.306613743,0.104970247,0.183354199,1.668042302,2017,9263.399,9249.03,18512.429,15.172
417,466,Mali,Sub-Saharan Africa,128,4.39,0.385,1.105,0.308,0.327,0.052,0.153,2.06,2019,9844.537,9813.486,19658.023,16.111
418,466,Mali,Sub-Saharan Africa,118,4.447,0.37,1.233,0.152,0.367,0.056,0.139,2.13,2018,9550.134,9527.621,19077.755,15.635
419,466,Mali,Sub-Saharan Africa,135,4.073,0.31292,0.86333,0.16347,0.27544,0.13647,0.21064,2.11073,2016,8986.333,8979.115,17965.448,14.723
420,466,Mali,Sub-Saharan Africa,138,3.995,0.26074,1.03526,0.20583,0.38857,0.12352,0.18798,1.7931,2015,8720.125,8718.647,17438.772,14.292
421,470,Malta,Western Europe,27,6.52699995,1.343279839,1.488411665,0.821944237,0.588767052,0.153066069,0.574730575,1.556800514,2017,219.465,218.47,437.935,1368.547
422,470,Malta,Western Europe,30,6.488,1.30782,1.09879,0.80315,0.54994,0.17554,0.56237,1.99039,2016,218.439,217.66,436.099,1362.809
423,470,Malta,Western Europe,22,6.726,1.3,1.52,0.999,0.564,0.151,0.375,1.817,2019,220.783,219.594,440.377,1376.178
424,470,Malta,Western Europe,22,6.627,1.27,1.525,0.884,0.645,0.142,0.376,1.785,2018,220.184,219.071,439.255,1372.672
425,470,Malta,Western Europe,37,6.302,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.64833,2015,216.971,216.588,433.559,1354.872
426,478,Mauritania,Sub-Saharan Africa,123,4.291999817,0.648457289,1.27203083,0.28534928,0.096098043,0.136957005,0.201870024,1.651237346,2017,2147.92,2134.662,4282.582,4.155
427,478,Mauritania,Sub-Saharan Africa,130,4.201,0.61391,0.84142,0.28639,0.1268,0.17955,0.22686,1.92607,2016,2087.25,2076.282,4163.532,4.04
428,478,Mauritania,Sub-Saharan Africa,122,4.49,0.57,1.167,0.489,0.066,0.088,0.106,2.004,2019,2271.843,2253.855,4525.698,4.391
429,478,Mauritania,Sub-Saharan Africa,126,4.356,0.557,1.245,0.292,0.129,0.093,0.134,1.906,2018,2209.465,2193.847,4403.312,4.272
430,478,Mauritania,Sub-Saharan Africa,124,4.436,0.45407,0.86908,0.35874,0.24232,0.17461,0.219,2.11818,2015,2027.548,2018.756,4046.304,3.926
431,480,Mauritius,Sub-Saharan Africa,64,5.629000187,1.189395547,1.20956099,0.638007462,0.491247326,0.042181555,0.360933751,1.697673555,2017,625.478,639.019,1264.497,622.905
432,480,Mauritius,Sub-Saharan Africa,66,5.648,1.14372,0.75695,0.66189,0.46145,0.05203,0.36951,2.20245,2016,624.628,637.242,1261.87,621.611
433,480,Mauritius,Sub-Saharan Africa,57,5.888,1.12,1.402,0.798,0.498,0.06,0.215,1.795,2019,626.971,642.699,1269.67,625.453
434,480,Mauritius,Sub-Saharan Africa,55,5.891,1.09,1.387,0.684,0.584,0.05,0.245,1.851,2018,626.279,640.905,1267.184,624.229
435,480,Mauritius,Sub-Saharan Africa,71,5.477,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76137,2015,623.795,635.662,1259.457,620.422
436,484,Mexico,Latin America and Caribbean,25,6.578000069,1.153183818,1.21086216,0.709978998,0.412730008,0.132774115,0.120990433,2.837480538,2017,61024.503,63752.823,124777.326,64.188
437,484,Mexico,Latin America and Caribbean,21,6.778,1.11508,0.7146,0.71143,0.37709,0.18355,0.11735,3.5589,2016,60315.359,63018.02,123333.379,63.445
438,484,Mexico,Latin America and Caribbean,23,6.595,1.07,1.323,0.861,0.433,0.073,0.074,2.761,2019,62403.393,65172.136,127575.529,65.627
439,484,Mexico,Latin America and Caribbean,24,6.488,1.038,1.252,0.761,0.479,0.095,0.069,2.794,2018,61720.819,64469.963,126190.782,64.915
440,484,Mexico,Latin America and Caribbean,14,7.187,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074,3.60184,2015,59594.171,62264.08,121858.251,62.686
441,496,Mongolia,Eastern Asia,100,4.954999924,1.027235866,1.493011236,0.557783484,0.394143969,0.032902289,0.33846423,1.111458849,2017,1537.06,1576.728,3113.788,2.004
442,496,Mongolia,Eastern Asia,101,4.907,0.98853,1.08983,0.55469,0.35972,0.03285,0.34539,1.53599,2016,1509.7,1546.658,3056.358,1.967
443,496,Mongolia,Eastern Asia,83,5.285,0.948,1.531,0.667,0.317,0.038,0.235,1.549,2019,1589.932,1635.234,3225.166,2.076
444,496,Mongolia,Eastern Asia,94,5.125,0.914,1.517,0.575,0.395,0.032,0.253,1.439,2018,1563.881,1606.333,3170.214,2.041
445,496,Mongolia,Eastern Asia,100,4.874,0.82819,1.3006,0.60268,0.43626,0.02666,0.3323,1.34731,2015,1482.075,1516.358,2998.433,1.93
446,499,Montenegro,Central and Eastern Europe,83,5.236999989,1.121129036,1.238376498,0.667464674,0.194989055,0.088174194,0.197911024,1.728955507,2017,310.256,317.307,627.563,46.659
447,499,Montenegro,Central and Eastern Europe,88,5.161,1.07838,0.74173,0.63533,0.15111,0.12721,0.17191,2.25533,2016,310.093,317.178,627.271,46.637
448,499,Montenegro,Central and Eastern Europe,73,5.523,1.051,1.361,0.871,0.197,0.08,0.142,1.821,2019,310.506,317.482,627.988,46.691
449,499,Montenegro,Central and Eastern Europe,81,5.347,1.017,1.279,0.729,0.259,0.081,0.111,1.871,2018,310.392,317.411,627.803,46.677
450,499,Montenegro,Central and Eastern Europe,82,5.192,0.97438,0.90557,0.72521,0.1826,0.14296,0.1614,2.09988,2015,309.909,317.048,626.957,46.614
451,504,Morocco,Middle East and Northern Africa,84,5.235000134,0.878114581,0.774864435,0.597710669,0.408158332,0.087763183,0.032209955,2.456178978,2017,17642.593,17938.664,35581.257,79.725
452,504,Morocco,Middle East and Northern Africa,90,5.151,0.84058,0.38595,0.59471,0.25646,0.08404,0.04053,2.94873,2016,17410.483,17715.791,35126.274,78.706
453,504,Morocco,Middle East and Northern Africa,89,5.208,0.801,0.782,0.782,0.418,0.076,0.036,2.313,2019,18093.063,18378.703,36471.766,81.72
454,504,Morocco,Middle East and Northern Africa,85,5.254,0.779,0.797,0.669,0.46,0.074,0.026,2.449,2018,17869.042,18160.047,36029.089,80.728
455,504,Morocco,Middle East and Northern Africa,92,5.013,0.73479,0.64095,0.60954,0.41691,0.08546,0.07172,2.45363,2015,17171.039,17492.569,34663.608,77.669
456,508,Mozambique,Sub-Saharan Africa,113,4.550000191,0.23430565,0.870701015,0.106654435,0.480791092,0.179436386,0.322228104,2.355883509,2017,13891.296,14757.711,28649.007,36.432
457,508,Mozambique,Sub-Saharan Africa,123,4.466,0.204,0.986,0.39,0.494,0.138,0.197,2.057,2019,14745.851,15620.192,30366.043,38.615
458,508,Mozambique,Sub-Saharan Africa,123,4.417,0.198,0.902,0.173,0.531,0.158,0.206,2.249,2018,14312.882,15183.127,29496.009,37.509
459,508,Mozambique,Sub-Saharan Africa,94,4.971,0.08308,1.02626,0.09131,0.34037,0.15603,0.22269,3.05126,2015,13092.038,13949.963,27042.001,34.388
460,104,Myanmar,Southeastern Asia,131,4.36,0.71,1.181,0.555,0.525,0.172,0.566,0.651,2019,26044.666,28000.756,54045.422,82.728
461,104,Myanmar,Southeastern Asia,130,4.308,0.682,1.174,0.429,0.58,0.178,0.598,0.667,2018,25883.168,27825.15,53708.318,82.212
462,104,Myanmar,Southeastern Asia,114,4.545000076,0.36711055,1.123235941,0.397522569,0.514492035,0.188816205,0.838075161,1.115747616,2017,25727.603,27654.918,53382.521,81.713
463,104,Myanmar,Southeastern Asia,119,4.395,0.34112,0.69981,0.3988,0.42692,0.20243,0.81971,1.50621,2016,25566.371,27478.828,53045.199,81.197
464,104,Myanmar,Southeastern Asia,129,4.307,0.27108,0.70905,0.48246,0.44017,0.19034,0.79588,1.41802,2015,25391.577,27289.147,52680.724,80.639
465,516,Namibia,Sub-Saharan Africa,111,4.573999882,0.964434326,1.098470807,0.338611811,0.520303547,0.093146972,0.077133745,1.481898673,2017,1163.627,1238.996,2402.623,2.918
466,516,Namibia,Sub-Saharan Africa,113,4.574,0.93287,0.70362,0.34745,0.48614,0.10398,0.07795,1.92199,2016,1141.681,1216.363,2358.044,2.864
467,516,Namibia,Sub-Saharan Africa,113,4.639,0.879,1.313,0.477,0.401,0.056,0.07,1.443,2019,1208.862,1285.662,2494.524,3.03
468,516,Namibia,Sub-Saharan Africa,119,4.441,0.874,1.281,0.365,0.519,0.064,0.051,1.287,2018,1186.111,1262.189,2448.3,2.974
469,524,Nepal,Southern Asia,99,4.961999893,0.479820192,1.179283261,0.504130781,0.440305948,0.072975546,0.394096166,1.891387999,2017,12554.958,15077.724,27632.682,192.764
470,524,Nepal,Southern Asia,107,4.793,0.44626,0.69699,0.50073,0.37012,0.07008,0.3816,2.32722,2016,12423.456,14839.974,27263.43,190.188
471,524,Nepal,Southern Asia,100,4.913,0.446,1.226,0.677,0.439,0.089,0.285,1.751,2019,13046.953,15561.762,28608.715,199.572
472,524,Nepal,Southern Asia,101,4.88,0.425,1.228,0.539,0.526,0.078,0.302,1.782,2018,12773.619,15322.093,28095.712,195.994
473,524,Nepal,Southern Asia,121,4.514,0.35997,0.86449,0.56874,0.38282,0.05907,0.32296,1.95595,2015,12397.963,14617.07,27015.033,188.455
474,528,Netherlands,Western Europe,6,7.376999855,1.503944635,1.428939223,0.810696125,0.585384488,0.282661825,0.47048983,2.294883728,2017,8468.84,8552.503,17021.343,504.785
475,528,Netherlands,Western Europe,7,7.339,1.46468,1.02912,0.81231,0.55211,0.29927,0.47416,2.70735,2016,8444.976,8536.309,16981.285,503.597
476,528,Netherlands,Western Europe,5,7.488,1.396,1.522,0.999,0.557,0.298,0.322,2.394,2019,8514.835,8582.288,17097.123,507.032
477,528,Netherlands,Western Europe,6,7.441,1.361,1.488,0.878,0.638,0.295,0.333,2.448,2018,8492.088,8567.472,17059.56,505.918
478,528,Netherlands,Western Europe,7,7.378,1.32944,1.28017,0.89284,0.61576,0.31814,0.4761,2.46555,2015,8420.387,8518.105,16938.492,502.328
479,554,New Zealand,Australia and New Zealand,8,7.31400013,1.405706048,1.548195124,0.816759706,0.61406213,0.382816702,0.500005126,2.046455294,2017,2311.898,2390.131,4702.029,17.857
480,554,New Zealand,Australia and New Zealand,8,7.334,1.36066,1.17278,0.83096,0.58147,0.41904,0.49401,2.47508,2016,2291.016,2368.249,4659.265,17.695
481,554,New Zealand,Australia and New Zealand,8,7.307,1.303,1.557,1.026,0.585,0.38,0.33,2.126,2019,2351.162,2431.9,4783.062,18.165
482,554,New Zealand,Australia and New Zealand,8,7.324,1.268,1.601,0.876,0.669,0.389,0.365,2.156,2018,2331.829,2411.302,4743.131,18.013
483,554,New Zealand,Australia and New Zealand,9,7.286,1.25018,1.31967,0.90837,0.63938,0.42922,0.47501,2.26417,2015,2268.961,2345.566,4614.527,17.525
484,558,Nicaragua,Latin America and Caribbean,43,6.071000099,0.737299204,1.28721571,0.653095961,0.447551847,0.130687982,0.301674217,2.51347518,2017,3146.999,3237.844,6384.843,53.057
485,558,Nicaragua,Latin America and Caribbean,45,6.105,0.694,1.325,0.835,0.435,0.127,0.2,2.489,2019,3225.984,3319.519,6545.503,54.392
486,558,Nicaragua,Latin America and Caribbean,48,5.992,0.69384,0.89521,0.65213,0.46582,0.16292,0.29773,2.82435,2016,3107.13,3196.84,6303.97,52.385
487,558,Nicaragua,Latin America and Caribbean,41,6.141,0.668,1.319,0.7,0.527,0.128,0.208,2.591,2018,3186.671,3278.831,6465.502,53.727
488,558,Nicaragua,Latin America and Caribbean,57,5.828,0.59325,1.14184,0.74314,0.55475,0.19317,0.27815,2.3237,2015,3067.18,3156.054,6223.234,51.714
489,562,Niger,Sub-Saharan Africa,135,4.027999878,0.161925331,0.993025005,0.268505007,0.363658696,0.138572946,0.228673846,1.873639047,2017,10844.944,10757.444,21602.388,17.054
490,562,Niger,Sub-Saharan Africa,114,4.628,0.138,0.774,0.366,0.318,0.102,0.188,2.742,2019,11714.461,11596.258,23310.719,18.403
491,562,Niger,Sub-Saharan Africa,142,3.856,0.1327,0.6053,0.26162,0.38041,0.17176,0.2097,2.09451,2016,10430.601,10358.188,20788.789,16.412
492,562,Niger,Sub-Saharan Africa,134,4.166,0.131,0.867,0.221,0.39,0.099,0.175,2.283,2018,11272.809,11170.022,22442.831,17.718
493,562,Niger,Sub-Saharan Africa,144,3.845,0.0694,0.77265,0.29707,0.47692,0.15639,0.19387,1.8787,2015,10029.627,9972.036,20001.663,15.79
494,566,Nigeria,Sub-Saharan Africa,95,5.073999882,0.783756256,1.215770483,0.05691573,0.394952565,0.026121566,0.230947196,2.365536084,2017,96687.405,94185.842,190873.247,209.573
495,566,Nigeria,Sub-Saharan Africa,103,4.875,0.75216,0.64498,0.05108,0.27854,0.0305,0.23219,2.88555,2016,94181.382,91778.862,185960.244,204.179
